Date of Census,Total Individuals in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adult Families in Shelter
07/11/2019,58518,16285,11908,2515
07/10/2019,58322,16149,11882,2514
07/09/2019,58198,16115,11857,2518
07/08/2019,58141,16106,11847,2522
07/07/2019,58038,16030,11847,2503
07/06/2019,57971,15970,11849,2498
07/05/2019,58001,15929,11854,2523
07/04/2019,57860,15834,11837,2527
07/03/2019,58027,16019,11849,2516
07/02/2019,57928,16031,11809,2524
07/01/2019,57826,15995,11786,2521
06/30/2019,57910,16065,11799,2507
06/29/2019,57913,16041,11804,2508
06/28/2019,58035,16137,11813,2503
06/27/2019,58064,16187,11802,2510
06/26/2019,58168,16232,11814,2513
06/25/2019,58020,16227,11770,2510
06/24/2019,58041,16206,11780,2515
06/23/2019,58074,16186,11805,2500
06/22/2019,57939,16070,11790,2515
06/21/2019,58089,16146,11809,2528
06/20/2019,58239,16235,11823,2533
06/19/2019,58215,16246,11817,2534
06/18/2019,58196,16255,11808,2523
06/17/2019,58170,16199,11803,2539
06/16/2019,58062,16142,11807,2518
06/15/2019,58034,16070,11818,2526
06/14/2019,58127,16179,11819,2526
06/13/2019,58139,16254,11804,2522
06/12/2019,58125,16217,11807,2525
06/11/2019,58004,16160,11790,2522
06/10/2019,58010,16159,11792,2526
06/09/2019,57858,16051,11794,2505
06/08/2019,57844,16089,11781,2502
06/07/2019,57974,16167,11793,2516
06/06/2019,58096,16236,11807,2524
06/05/2019,58093,16273,11790,2529
06/04/2019,58104,16270,11802,2529
06/03/2019,58097,16194,11824,2533
06/02/2019,57935,16119,11807,2527
06/01/2019,57743,15975,11787,2522
05/31/2019,57834,16039,11795,2525
05/30/2019,58092,16234,11808,2527
05/29/2019,58040,16252,11792,2521
05/28/2019,58007,16141,11814,2532
05/27/2019,57968,16180,11811,2512
05/26/2019,58027,16153,11840,2511
05/25/2019,58077,16172,11853,2515
05/24/2019,58067,16192,11846,2511
05/23/2019,58224,16297,11867,2512
05/22/2019,58171,16271,11862,2504
05/21/2019,58145,16217,11873,2509
05/20/2019,58191,16228,11880,2515
05/19/2019,58199,16201,11887,2512
05/18/2019,58226,16170,11910,2516
05/17/2019,58246,16206,11908,2515
05/16/2019,58496,16400,11913,2521
05/15/2019,58686,16491,11934,2532
05/14/2019,58673,16529,11939,2527
05/12/2019,58630,16437,11962,2517
05/11/2019,58494,16323,11965,2514
05/10/2019,58554,16363,11961,2527
05/09/2019,58617,16436,11954,2519
05/08/2019,58584,16443,11936,2525
05/07/2019,58545,16459,11922,2513
05/06/2019,58565,16465,11924,2516
05/05/2019,58540,16456,11923,2505
05/04/2019,58396,16334,11916,2507
05/03/2019,58350,16365,11895,2520
05/02/2019,58515,16447,11916,2513
05/01/2019,58610,16442,11954,2513
04/30/2019,58712,16524,11945,2515
04/29/2019,58707,16583,11929,2508
04/28/2019,58742,16574,11946,2504
04/27/2019,58645,16473,11942,2505
04/26/2019,58682,16488,11938,2513
04/25/2019,58665,16543,11920,2512
04/24/2019,58649,16560,11916,2499
04/23/2019,58617,16552,11896,2520
04/22/2019,58586,16554,11894,2502
04/21/2019,58640,16493,11935,2497
04/20/2019,58570,16448,11932,2492
04/19/2019,58516,16443,11920,2491
04/18/2019,58593,16555,11918,2479
04/17/2019,58693,16581,11931,2492
04/16/2019,58794,16556,11968,2492
04/15/2019,58759,16521,11977,2489
04/14/2019,58754,16438,12012,2489
04/13/2019,58579,16321,11999,2476
04/12/2019,58757,16478,11996,2476
04/11/2019,58971,16486,12053,2492
04/10/2019,58810,16420,12029,2478
04/09/2019,58710,16414,12007,2481
04/08/2019,59760,16410,12326,2497
04/07/2019,59871,16406,12364,2489
04/06/2019,59735,16292,12358,2488
04/05/2019,59783,16382,12344,2488
04/04/2019,59870,16408,12356,2492
04/03/2019,59991,16444,12374,2494
04/02/2019,60028,16512,12362,2499
04/01/2019,59951,16462,12344,2503
03/31/2019,59957,16457,12351,2493
03/30/2019,59894,16361,12366,2493
03/29/2019,60051,16458,12376,2515
03/28/2019,60151,16544,12381,2511
03/27/2019,60111,16571,12358,2511
03/26/2019,60066,16562,12341,2510
03/25/2019,60114,16548,12344,2517
03/24/2019,60146,16532,12366,2515
03/23/2019,60103,16461,12380,2509
03/22/2019,60289,16497,12418,2516
03/21/2019,60315,16536,12418,2515
03/20/2019,60277,16494,12416,2512
03/19/2019,60209,16513,12391,2508
03/18/2019,60184,16493,12393,2508
03/17/2019,60210,16432,12432,2495
03/16/2019,60118,16328,12439,2497
03/15/2019,60306,16381,12473,2502
03/14/2019,60386,16509,12440,2517
03/13/2019,60579,16531,12490,2520
03/12/2019,60557,16528,12479,2521
03/11/2019,60512,16463,12493,2514
03/10/2019,60421,16441,12471,2514
03/09/2019,60426,16406,12487,2510
03/08/2019,60422,16434,12467,2517
03/07/2019,60624,16549,12492,2518
03/06/2019,60500,16546,12443,2527
03/05/2019,60450,16467,12438,2535
03/04/2019,60670,16534,12491,2544
03/03/2019,60500,16467,12483,2509
03/02/2019,60365,16361,12474,2519
03/01/2019,60373,16410,12446,2526
02/28/2019,60536,16505,12451,2536
02/27/2019,60620,16588,12458,2539
02/26/2019,60665,16640,12452,2530
02/25/2019,60694,16623,12453,2539
02/24/2019,60673,16610,12456,2533
02/23/2019,60622,16546,12461,2533
02/22/2019,60607,16519,12463,2543
02/21/2019,60678,16584,12463,2539
02/20/2019,60661,16590,12453,2537
02/19/2019,60798,16601,12497,2538
02/18/2019,60730,16574,12487,2532
02/17/2019,60802,16526,12521,2541
02/16/2019,60834,16511,12535,2535
02/15/2019,60811,16448,12542,2545
02/14/2019,60965,16510,12564,2551
02/13/2019,60932,16547,12546,2557
02/12/2019,60878,16489,12554,2545
02/11/2019,60891,16535,12525,2550
02/10/2019,60891,16476,12550,2541
02/09/2019,60921,16460,12557,2544
02/08/2019,60999,16460,12569,2551
02/07/2019,61029,16475,12581,2545
02/06/2019,61084,16512,12599,2539
02/05/2019,61019,16478,12585,2542
02/04/2019,61059,16466,12602,2551
02/03/2019,61003,16370,12632,2540
02/02/2019,60995,16390,12625,2540
02/01/2019,61079,16412,12633,2548
01/31/2019,61204,16499,12649,2548
01/30/2019,61251,16527,12652,2550
01/29/2019,61189,16518,12634,2552
01/28/2019,61155,16515,12619,2555
01/27/2019,61115,16474,12620,2545
01/26/2019,61137,16444,12647,2535
01/25/2019,61186,16435,12655,2551
01/24/2019,61254,16461,12666,2556
01/23/2019,61248,16442,12670,2559
01/22/2019,61227,16427,12665,2569
01/21/2019,61288,16434,12683,2569
01/20/2019,61227,16388,12678,2565
01/19/2019,61167,16336,12676,2566
01/18/2019,61173,16364,12678,2574
01/17/2019,61298,16406,12706,2578
01/16/2019,61291,16372,12723,2568
01/15/2019,61196,16363,12687,2569
01/14/2019,61255,16401,12698,2572
01/13/2019,61279,16361,12728,2552
01/12/2019,61415,16280,12791,2555
01/11/2019,61328,16269,12764,2558
01/10/2019,61164,16355,12698,2553
01/09/2019,61113,16302,12684,2553
01/08/2019,60967,16259,12659,2545
01/07/2019,61033,16263,12673,2556
01/06/2019,60907,16215,12670,2530
01/05/2019,60692,16116,12638,2522
01/04/2019,60644,16088,12620,2529
01/03/2019,60734,16168,12620,2540
01/02/2019,60717,16118,12635,2537
01/01/2019,60570,16013,12616,2534
12/31/2018,60488,16025,12595,2529
12/30/2018,60450,16046,12584,2520
12/29/2018,60442,16041,12586,2525
12/28/2018,60466,16067,12574,2538
12/27/2018,60562,16117,12583,2547
12/26/2018,60644,16108,12606,2557
12/25/2018,60602,16041,12627,2546
12/24/2018,60521,16008,12612,2551
12/23/2018,60720,16120,12645,2545
12/22/2018,60726,16072,12661,2544
12/21/2018,60779,16114,12668,2534
12/20/2018,60887,16163,12684,2548
12/19/2018,60949,16179,12700,2542
12/18/2018,61022,16231,12696,2543
12/17/2018,60978,16190,12699,2553
12/16/2018,61005,16160,12736,2533
12/15/2018,60924,16049,12744,2535
12/14/2018,60902,16040,12733,2548
12/13/2018,61162,16152,12776,2549
12/12/2018,61104,16200,12756,2538
12/11/2018,61048,16204,12733,2533
12/10/2018,61065,16187,12739,2537
12/09/2018,61085,16157,12771,2530
12/08/2018,60879,16120,12731,2519
12/07/2018,60936,16121,12744,2521
12/06/2018,61061,16175,12763,2520
12/05/2018,61074,16159,12766,2520
12/04/2018,60955,16127,12741,2519
12/03/2018,60847,16073,12726,2522
12/02/2018,60813,16027,12730,2519
12/01/2018,60719,15975,12714,2517
11/30/2018,60793,16006,12716,2518
11/29/2018,60992,16133,12734,2523
11/28/2018,60934,16140,12721,2514
11/27/2018,60911,16134,12706,2520
11/26/2018,60870,16097,12701,2531
11/25/2018,60777,16023,12703,2526
11/24/2018,60834,15996,12725,2531
11/23/2018,60946,15994,12761,2536
11/22/2018,60990,15995,12777,2539
11/21/2018,60984,16012,12771,2534
11/20/2018,61043,16065,12767,2537
11/19/2018,61013,16079,12742,2542
11/18/2018,61083,16056,12773,2548
11/17/2018,61032,15992,12779,2546
11/16/2018,61083,16009,12783,2561
11/15/2018,61052,16005,12776,2551
11/14/2018,61174,16112,12771,2547
11/13/2018,61108,16089,12768,2544
11/12/2018,61064,16057,12763,2542
11/11/2018,61018,16033,12766,2536
11/10/2018,60927,15943,12764,2539
11/09/2018,60871,15931,12751,2541
11/08/2018,61062,15983,12783,2544
11/07/2018,61049,15992,12779,2545
11/06/2018,60847,15936,12737,2541
11/05/2018,60878,15931,12734,2559
11/04/2018,60845,15864,12754,2541
11/03/2018,60797,15819,12760,2543
11/02/2018,60736,15766,12746,2547
11/01/2018,60796,15834,12741,2548
10/31/2018,60868,15911,12743,2545
10/30/2018,60856,15928,12729,2542
10/29/2018,60893,15964,12735,2543
10/28/2018,60957,15950,12765,2541
10/27/2018,60907,15912,12759,2537
10/26/2018,60889,15904,12751,2538
10/25/2018,60896,15944,12748,2532
10/24/2018,60959,15929,12768,2527
10/23/2018,60877,15856,12761,2526
10/22/2018,60866,15856,12754,2523
10/21/2018,60940,15826,12793,2515
10/20/2018,60862,15731,12797,2517
10/19/2018,60876,15782,12776,2516
10/18/2018,60919,15807,12779,2522
10/17/2018,61003,15786,12804,2534
10/16/2018,60918,15732,12784,2539
10/15/2018,60967,15779,12775,2540
10/14/2018,60961,15770,12790,2522
10/13/2018,60894,15707,12799,2524
10/12/2018,60807,15724,12775,2516
10/11/2018,60798,15743,12774,2518
10/09/2018,60834,15726,12764,2533
10/08/2018,60779,15731,12754,2516
10/07/2018,60733,15662,12764,2513
10/06/2018,60657,15575,12765,2509
10/05/2018,60657,15610,12743,2521
10/04/2018,60699,15709,12732,2512
10/03/2018,60587,15693,12720,2501
10/02/2018,60523,15692,12691,2501
10/01/2018,60391,15643,12660,2518
09/30/2018,60440,15685,12673,2496
09/29/2018,60394,15589,12689,2495
09/28/2018,60458,15628,12701,2498
09/27/2018,60669,15717,12741,2493
09/26/2018,60734,15737,12759,2496
09/25/2018,60757,15752,12757,2502
09/24/2018,60719,15754,12749,2498
09/23/2018,60670,15731,12752,2490
09/22/2018,60586,15631,12745,2491
09/21/2018,60551,15620,12732,2491
09/20/2018,60468,15676,12695,2482
09/19/2018,60505,15715,12695,2488
09/18/2018,60437,15738,12658,2502
09/17/2018,60351,15721,12635,2500
09/16/2018,60280,15622,12651,2481
09/15/2018,60153,15569,12632,2481
09/14/2018,60088,15563,12610,2500
09/13/2018,60240,15669,12617,2503
09/12/2018,60309,15703,12619,2500
09/11/2018,60169,15677,12590,2484
09/10/2018,60094,15637,12574,2485
09/09/2018,60107,15623,12597,2473
09/08/2018,59891,15486,12568,2480
09/07/2018,59785,15441,12551,2487
09/06/2018,59747,15494,12530,2489
09/05/2018,59815,15582,12517,2480
09/04/2018,59779,15535,12531,2479
09/03/2018,59788,15451,12566,2467
09/02/2018,59777,15421,12573,2471
09/01/2018,59604,15337,12552,2482
08/31/2018,59626,15341,12555,2475
08/30/2018,59814,15503,12556,2477
08/29/2018,59843,15537,12546,2477
08/28/2018,59660,15524,12497,2476
08/27/2018,59834,15540,12539,2480
08/26/2018,59861,15535,12552,2479
08/25/2018,59629,15423,12519,2473
08/24/2018,59646,15479,12507,2475
08/23/2018,59744,15603,12494,2473
08/22/2018,59776,15596,12496,2485
08/21/2018,59555,15550,12446,2474
08/20/2018,59702,15569,12486,2473
08/19/2018,59592,15526,12472,2464
08/18/2018,59446,15432,12448,2468
08/17/2018,59409,15439,12435,2470
08/16/2018,59485,15524,12422,2471
08/15/2018,59507,15522,12428,2468
08/14/2018,59295,15504,12375,2458
08/13/2018,59256,15463,12373,2469
08/12/2018,59300,15423,12401,2470
08/11/2018,59256,15376,12401,2464
08/10/2018,59169,15324,12388,2460
08/09/2018,59238,15423,12388,2454
08/08/2018,59217,15430,12384,2444
08/07/2018,59263,15439,12378,2449
08/06/2018,59116,15401,12367,2438
08/05/2018,59088,15373,12365,2435
08/04/2018,58928,15286,12349,2431
08/03/2018,58840,15291,12312,2437
08/02/2018,58863,15346,12308,2437
08/01/2018,58869,15297,12325,2424
07/31/2018,58952,15356,12320,2438
07/30/2018,58961,15410,12311,2428
07/29/2018,59021,15414,12329,2422
07/28/2018,58904,15321,12323,2426
07/27/2018,58929,15374,12306,2428
07/26/2018,59008,15378,12314,2437
07/25/2018,59102,15453,12323,2438
07/24/2018,58962,15483,12278,2425
07/23/2018,58892,15386,12285,2430
07/22/2018,58936,15388,12315,2420
07/21/2018,58870,15296,12321,2417
07/20/2018,58822,15225,12322,2421
07/19/2018,59025,15337,12341,2419
07/18/2018,59060,15363,12342,2419
07/17/2018,58936,15352,12297,2422
07/16/2018,58958,15315,12304,2432
07/15/2018,59015,15316,12324,2420
07/14/2018,58887,15197,12327,2417
07/13/2018,58861,15200,12290,2437
07/12/2018,58964,15263,12299,2442
07/11/2018,59046,15338,12299,2447
07/10/2018,59010,15327,12282,2443
07/09/2018,59056,15269,12310,2452
07/08/2018,59065,15268,12329,2439
07/07/2018,58908,15156,12307,2444
07/06/2018,58873,15134,12304,2443
07/05/2018,59051,15147,12358,2441
07/04/2018,58978,15136,12353,2434
07/03/2018,59052,15224,12343,2438
07/02/2018,59018,15273,12322,2449
07/01/2018,58950,15274,12320,2425
06/30/2018,58727,15180,12289,2424
06/29/2018,58755,15166,12284,2433
06/28/2018,58976,15420,12280,2427
06/27/2018,58773,15423,12233,2419
06/26/2018,58663,15401,12209,2416
06/25/2018,58822,15369,12268,2415
06/24/2018,58723,15375,12253,2400
06/23/2018,58576,15328,12240,2384
06/22/2018,58623,15320,12243,2401
06/21/2018,58714,15398,12248,2391
06/20/2018,58790,15397,12267,2393
06/19/2018,58807,15404,12264,2402
06/18/2018,58985,15437,12297,2423
06/17/2018,58904,15343,12309,2415
06/16/2018,58732,15229,12300,2413
06/15/2018,58710,15226,12286,2411
06/14/2018,58834,15330,12300,2409
06/13/2018,58823,15352,12280,2414
06/12/2018,58722,15306,12258,2409
06/11/2018,58726,15283,12258,2417
06/10/2018,58910,15328,12303,2414
06/09/2018,58757,15193,12295,2408
06/08/2018,58706,15202,12273,2402
06/07/2018,58759,15332,12260,2390
06/06/2018,58787,15341,12258,2387
06/05/2018,58716,15340,12219,2395
06/04/2018,58846,15346,12250,2388
06/03/2018,58805,15314,12264,2376
06/02/2018,58645,15185,12258,2370
06/01/2018,58693,15181,12266,2383
05/31/2018,58786,15326,12251,2383
05/30/2018,58900,15408,12252,2396
05/29/2018,58946,15402,12256,2396
05/28/2018,58972,15413,12260,2400
05/27/2018,58878,15381,12254,2392
05/26/2018,58848,15265,12281,2394
05/25/2018,58890,15250,12302,2396
05/24/2018,59049,15350,12310,2393
